Age,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Workout_Frequency (days/week),BMI,Base_MET,HR_Intensity,Calories_Burned (kcal)
32,160.0,56.0,1.28,2,18.3,7,25.3,8.0,0.7536231884057971,44.780337749956445
41,151.0,77.0,1.04,3,22.6,2,18.0,6.0,0.6981132075471698,26.43237591197753
45,126.0,64.0,0.63,4,22.1,3,18.4,3.0,0.5535714285714286,12.07124727947029
33,143.0,72.0,0.48,0,30.6,2,24.9,7.0,0.6513761467889908,23.455844122715703
33,176.0,68.0,0.76,1,19.2,4,24.4,9.5,0.8503937007874016,38.71363407999831
57,150.0,83.0,0.71,1,23.2,2,21.7,9.5,0.8481012658227848,36.11561359862911
56,127.0,65.0,0.47,0,21.0,4,32.8,7.0,0.6458333333333334,23.549951076274095
23,168.0,70.0,1.03,2,10.6,5,34.5,8.0,0.7538461538461538,46.89171708991208
19,155.0,70.0,0.62,3,31.1,2,22.9,6.0,0.6967213114754098,25.488179277645877
30,157.0,68.0,0.93,2,18.8,5,27.5,8.0,0.7542372881355932,36.951251584512654
26,173.0,71.0,0.91,1,23.8,2,27.7,9.5,0.85,45.97499348619027
51,136.0,65.0,0.65,3,24.3,4,28.2,6.0,0.7029702970297029,24.283074401599208
34,164.0,70.0,0.51,2,23.4,3,21.4,8.0,0.746031746031746,23.04396134799764
44,140.0,57.0,1.22,3,17.4,7,31.8,6.0,0.6974789915966386,42.85086398275958
46,146.0,70.0,1.18,2,10.9,6,23.7,8.0,0.7524752475247525,40.81121348431972
54,134.0,75.0,0.72,0,23.6,2,25.7,7.0,0.6483516483516484,32.12916641232246
39,146.0,55.0,1.01,3,10.9,7,24.0,6.0,0.7,32.78505426185218
41,134.0,67.0,0.94,0,17.7,4,23.4,7.0,0.6568627450980392,32.8883934855132
24,160.0,75.0,0.67,3,21.9,4,25.1,6.0,0.6967213114754098,24.374229846575616
51,142.0,66.0,0.93,2,30.1,4,19.3,8.0,0.7524752475247525,32.09398773977606
29,174.0,72.0,1.39,1,18.0,7,18.0,9.5,0.85,43.690261544447296
40,146.0,80.0,0.66,3,24.3,2,23.1,6.0,0.7021276595744681,23.24282076155516
32,153.0,74.0,0.61,3,28.6,2,20.5,6.0,0.6991150442477876,23.290314351545728
50,154.0,67.0,0.86,1,27.0,4,26.2,9.5,0.8529411764705882,45.7200167644564
30,166.0,65.0,0.47,1,26.6,3,25.7,9.5,0.8487394957983193,31.96468754456605
40,172.0,71.0,0.58,1,20.3,4,24.1,9.5,0.8559322033898306,32.03527581789224
55,152.0,67.0,1.04,1,21.8,6,29.9,9.5,0.85,52.30653735969547
49,133.0,82.0,0.7,4,28.8,2,24.0,3.0,0.5425531914893617,13.556349186104047
52,130.0,62.0,0.97,0,15.7,6,18.2,7.0,0.6538461538461539,30.55764119219941
18,167.0,58.0,1.26,2,13.5,6,23.1,8.0,0.7517241379310344,39.01219330881976
22,175.0,82.0,0.59,1,26.3,2,28.7,9.5,0.8454545454545455,34.55680511204445
30,138.0,79.0,0.55,4,25.5,3,18.0,3.0,0.5462962962962963,11.62350909274112
22,174.0,67.0,0.51,1,22.3,3,23.6,9.5,0.84251968503937,31.394610343586887
49,147.0,70.0,0.79,2,18.0,5,26.3,8.0,0.7549019607843137,35.47532521540006
38,138.0,73.0,1.49,4,22.0,5,34.6,3.0,0.5508474576271186,26.968948893599848
41,157.0,77.0,0.45,2,29.5,3,28.8,8.0,0.7476635514018691,29.591137997862628
35,147.0,60.0,1.15,0,16.5,5,24.5,7.0,0.6492537313432836,32.216954861588725
38,151.0,71.0,1.03,3,30.1,3,26.1,6.0,0.6956521739130435,30.44071515857812
27,176.0,67.0,1.02,1,19.3,4,18.0,9.5,0.8515625,38.70380817564863
41,159.0,70.0,0.69,1,17.6,3,19.8,9.5,0.8557692307692307,30.74751898999374
57,126.0,55.0,0.75,0,17.2,6,26.6,7.0,0.6454545454545455,32.222799417931896
38,128.0,66.0,0.44,4,29.6,4,24.6,3.0,0.543859649122807,11.13011804973588
42,138.0,85.0,0.74,4,30.7,2,25.2,3.0,0.5463917525773195,18.28792744466521
40,128.0,73.0,0.66,4,24.9,3,24.1,3.0,0.55,16.286607121059937
39,133.0,76.0,1.01,4,19.2,4,24.0,3.0,0.5480769230769231,20.759613353482088
21,165.0,64.0,1.09,2,14.6,7,24.4,8.0,0.7481481481481481,45.15082183801255
51,138.0,64.0,0.97,0,23.5,5,19.8,7.0,0.6491228070175439,29.534108517603606
23,132.0,60.0,1.23,4,19.7,6,23.1,3.0,0.5454545454545454,19.51278689523977
45,145.0,61.0,0.87,3,8.1,5,19.0,6.0,0.7,25.835229476330895
48,144.0,85.0,0.34,0,27.9,3,21.5,7.0,0.6483516483516484,16.708286933869708
52,141.0,64.0,0.96,2,16.3,5,28.8,8.0,0.7475728155339806,39.36181814185639
56,136.0,66.0,1.17,3,11.9,6,23.3,6.0,0.7,34.260170986910694
59,119.0,68.0,1.34,4,15.0,4,26.4,3.0,0.5543478260869565,23.28240494889677
40,145.0,63.0,1.52,3,15.0,7,24.5,6.0,0.7008547008547008,38.13477295313878
23,183.0,79.0,1.03,1,26.0,2,22.5,9.5,0.8524590163934426,43.33431371488929
33,160.0,67.0,0.95,3,18.4,3,20.0,6.0,0.6992481203007519,28.951575081084318
19,185.0,69.0,0.58,1,27.3,3,22.4,9.5,0.8529411764705882,34.430756237003926
41,153.0,70.0,0.86,2,34.6,2,24.7,8.0,0.7545454545454545,32.43254274665174
34,162.0,67.0,0.72,2,31.9,3,26.3,8.0,0.753968253968254,33.26471324142591
18,147.0,57.0,1.09,0,11.0,7,24.5,7.0,0.6521739130434783,34.79130332021413
23,153.0,56.0,0.73,3,26.1,3,26.6,6.0,0.697841726618705,26.17090697865442
22,144.0,79.0,0.75,4,34.5,2,18.0,3.0,0.5462184873949579,13.69713349627887
46,154.0,73.0,0.77,1,25.6,3,27.5,9.5,0.84375,42.13615298142782
29,143.0,60.0,1.14,0,19.3,4,19.5,7.0,0.6484375,32.76780119593415
56,141.0,58.0,0.91,1,22.0,5,27.9,9.5,0.8469387755102041,46.2825020064205
20,177.0,83.0,0.96,1,33.0,3,26.0,9.5,0.8468468468468469,43.122056690713904
18,163.0,75.0,0.95,3,23.2,4,18.0,6.0,0.6984126984126984,29.84964677983101
44,157.0,74.0,0.88,1,25.9,2,26.9,9.5,0.8556701030927835,46.96937818678117
41,162.0,57.0,1.5,1,19.5,6,28.0,9.5,0.8467741935483871,61.78714604056211
36,129.0,60.0,1.04,4,20.4,5,29.0,3.0,0.552,23.171412356083636
25,158.0,68.0,0.71,3,22.5,2,20.9,6.0,0.6976744186046512,24.884940022250376
19,139.0,66.0,1.26,4,16.7,4,24.7,3.0,0.553030303030303,24.00769117011351
47,137.0,59.0,1.12,0,20.7,5,26.8,7.0,0.6554621848739496,37.552496760634476
47,147.0,63.0,0.55,2,31.8,3,26.9,8.0,0.7433628318584071,29.55312979721663
56,149.0,61.0,0.94,1,11.8,7,25.6,9.5,0.8461538461538461,46.52215988597374
49,141.0,70.0,0.32,3,34.2,2,22.3,6.0,0.696078431372549,18.059910268991732
18,172.0,84.0,0.84,2,22.7,2,28.0,8.0,0.7521367521367521,41.524705627953416
55,156.0,68.0,1.07,1,11.3,6,28.0,9.5,0.8461538461538461,51.951830367467615
30,176.0,64.0,1.25,1,19.8,4,23.4,9.5,0.8484848484848485,51.15261047211133
28,159.0,64.0,0.59,2,12.6,6,20.9,8.0,0.753968253968254,28.159575593830894
27,149.0,67.0,0.42,0,22.3,5,21.1,7.0,0.6456692913385826,20.50333308645633
43,134.0,84.0,0.42,4,26.0,2,29.5,3.0,0.5494505494505495,14.346253393362042
37,135.0,61.0,0.44,4,26.4,4,27.8,3.0,0.5522388059701493,12.913081505845797
34,154.0,62.0,1.19,2,24.6,7,23.9,8.0,0.7479674796747967,45.286361670147556
34,159.0,81.0,0.58,3,22.7,3,23.2,6.0,0.7027027027027027,23.830214865540704
21,159.0,72.0,0.75,0,32.1,3,18.0,7.0,0.6541353383458647,25.43720102342803
22,156.0,75.0,0.25,0,23.6,3,23.7,7.0,0.648,16.83613548475377
40,149.0,80.0,0.42,2,20.7,2,19.2,8.0,0.7582417582417582,22.560130292814
27,168.0,69.0,1.0,2,31.9,3,24.6,8.0,0.75,41.07203268943781
45,126.0,68.0,1.06,4,18.5,4,28.7,3.0,0.5576923076923077,21.43501653509124
50,137.0,67.0,0.86,3,26.3,2,20.1,6.0,0.7,29.15766358377983
43,128.0,57.0,1.25,4,19.6,7,25.0,3.0,0.5503875968992248,23.115732121520963
46,144.0,74.0,0.77,2,22.6,3,28.0,8.0,0.7526881720430108,36.56941793701326
44,154.0,65.0,0.9,2,21.5,3,24.9,8.0,0.7542372881355932,39.607691596626694
35,144.0,71.0,1.06,0,26.1,4,21.9,7.0,0.6460176991150443,36.94611662284186
57,125.0,59.0,1.22,3,21.6,4,24.0,6.0,0.6947368421052632,32.55430508634199
27,165.0,66.0,0.69,2,19.8,7,27.8,8.0,0.7557251908396947,32.46737587922817
59,119.0,62.0,0.52,0,24.7,4,25.1,7.0,0.6477272727272727,27.195890121727746
22,141.0,71.0,0.86,4,20.1,7,24.0,3.0,0.5511811023622047,18.11964214393487
27,137.0,79.0,0.63,4,26.7,3,28.6,3.0,0.5471698113207547,16.482424083436676
38,141.0,67.0,0.84,0,19.9,3,26.1,7.0,0.6548672566371682,31.418557718728675
41,164.0,61.0,0.79,1,17.8,4,19.2,9.5,0.8512396694214877,37.86978806063559
55,125.0,74.0,0.65,4,27.2,2,26.5,3.0,0.5483870967741935,18.238577025077625
20,181.0,68.0,0.92,1,22.1,5,27.8,9.5,0.849624060150376,44.372405587806206
57,133.0,67.0,1.06,0,25.4,5,19.1,7.0,0.6534653465346535,30.12475680841802
48,143.0,75.0,0.85,3,18.8,3,18.0,6.0,0.7010309278350515,24.389391808073178
58,141.0,81.0,0.52,2,30.8,2,19.8,8.0,0.75,25.58985320729344
54,125.0,72.0,0.66,4,34.4,3,23.6,3.0,0.5578947368421052,16.395651660107074
19,166.0,72.0,0.84,2,21.4,6,28.0,8.0,0.746031746031746,41.67150100465979
19,183.0,56.0,0.76,1,20.1,3,20.4,9.5,0.8523489932885906,37.410658456818496
56,121.0,68.0,0.96,4,25.0,5,26.2,3.0,0.5520833333333334,22.54383833062791
59,133.0,58.0,1.12,3,12.5,7,18.0,6.0,0.7009345794392523,27.88645178002902
51,137.0,64.0,1.42,3,8.0,6,24.7,6.0,0.7019230769230769,36.82267378736297
59,132.0,58.0,1.08,3,11.9,6,22.4,6.0,0.7047619047619048,34.93778553189133
37,154.0,78.0,0.49,3,29.5,3,32.4,6.0,0.7037037037037037,25.712812921102035
50,137.0,68.0,0.43,2,20.0,4,18.0,8.0,0.75,19.01428085850192
21,162.0,72.0,0.36,2,27.4,2,23.9,8.0,0.75,21.71497417245062
28,172.0,74.0,0.64,1,23.2,4,18.0,9.5,0.8521739130434782,30.95451410656816
59,137.0,65.0,0.73,2,25.5,4,21.8,8.0,0.7578947368421053,29.736414416250618
22,184.0,72.0,0.84,1,19.1,3,18.0,9.5,0.8484848484848485,32.87119154832539
42,151.0,64.0,0.81,2,23.8,5,33.2,8.0,0.75,40.15210552273753
54,154.0,68.0,0.82,1,20.9,5,22.6,9.5,0.8514851485148515,36.51233568611491
51,136.0,60.0,0.81,0,17.8,6,23.2,7.0,0.6495726495726496,30.20558957696629
26,163.0,74.0,1.11,3,13.1,5,23.8,6.0,0.7007874015748031,29.336879231984792
23,132.0,59.0,1.25,4,16.9,5,19.5,3.0,0.5488721804511278,19.372880011828073
35,159.0,63.0,1.01,2,21.6,6,28.2,8.0,0.75,43.31224999931034
31,155.0,74.0,0.72,3,15.3,3,26.6,6.0,0.6982758620689655,27.919893047937183
36,155.0,75.0,0.82,2,24.2,2,27.7,8.0,0.7547169811320755,39.8903330137157
31,171.0,79.0,0.48,1,23.0,3,19.1,9.5,0.8440366972477065,24.465071320516028
57,137.0,69.0,0.71,2,15.2,5,28.5,8.0,0.7472527472527473,33.44573317058064
34,151.0,69.0,0.74,3,8.8,5,28.1,6.0,0.6949152542372882,28.6659420204239
52,140.0,75.0,0.82,3,28.1,3,23.1,6.0,0.6989247311827957,29.208973068654466
46,152.0,69.0,1.2,2,16.8,5,27.6,8.0,0.7477477477477478,45.89989561575265
59,126.0,71.0,1.07,4,10.5,7,25.1,3.0,0.55,23.211108662651075
34,129.0,62.0,0.9,4,17.5,4,18.0,3.0,0.5491803278688525,14.516658257650063
25,148.0,72.0,0.58,0,26.4,3,23.3,7.0,0.6495726495726496,22.132965006397367
18,163.0,84.0,0.27,0,30.1,2,22.1,7.0,0.6528925619834711,17.411336893681483
53,139.0,78.0,0.59,0,30.0,2,24.3,7.0,0.648936170212766,22.82740421389236
24,181.0,85.0,1.06,1,28.0,2,28.1,9.5,0.8495575221238938,52.184868736576256
22,132.0,60.0,0.97,4,16.8,5,18.0,3.0,0.5538461538461539,15.052858997833763
41,139.0,71.0,0.5,0,25.2,4,22.2,7.0,0.6538461538461539,19.004761364985796
45,132.0,77.0,1.18,4,27.2,3,20.7,3.0,0.5555555555555556,18.966640169564606
34,155.0,72.0,0.76,2,25.2,3,20.9,8.0,0.7477477477477478,32.48477925114209
54,137.0,64.0,0.73,2,27.2,4,20.7,8.0,0.7525773195876289,27.738863461807007
37,164.0,76.0,0.87,2,23.8,7,24.3,8.0,0.7457627118644068,37.01281840626232
20,158.0,71.0,1.01,3,19.1,6,26.1,6.0,0.7016129032258065,35.00270260399908
54,130.0,78.0,0.31,4,19.1,2,25.4,3.0,0.5531914893617021,9.224972160321823
43,149.0,60.0,1.32,2,15.9,7,24.7,8.0,0.7478991596638656,44.350836022665234
32,149.0,71.0,0.7,0,22.8,3,26.5,7.0,0.65,31.76980900153271
25,170.0,78.0,0.84,2,29.8,3,33.5,8.0,0.7479674796747967,43.307835966861184
30,137.0,77.0,0.85,4,19.7,5,24.5,3.0,0.5454545454545454,17.3183850256692
20,179.0,71.0,0.27,1,25.2,2,28.1,9.5,0.84375,24.840268254993276
18,171.0,71.0,0.57,2,28.7,5,27.9,8.0,0.7518796992481203,29.489680849446533
26,148.0,63.0,0.79,3,14.5,5,31.1,6.0,0.6967213114754098,34.309778297312704
48,146.0,65.0,0.25,3,13.7,5,26.2,6.0,0.7043478260869566,16.867962264113206
58,115.0,57.0,1.06,4,9.0,7,20.6,3.0,0.5471698113207547,18.268201696253175
43,127.0,71.0,0.99,4,26.0,4,25.2,3.0,0.5544554455445545,19.94538675895232
34,145.0,59.0,1.39,0,8.0,7,25.0,7.0,0.6515151515151515,37.77939164944583
51,133.0,65.0,1.01,0,21.3,4,27.3,7.0,0.6538461538461539,32.69293876280877
26,157.0,79.0,0.89,3,34.2,3,20.5,6.0,0.7027027027027027,26.80972058177587
30,166.0,81.0,0.49,2,29.7,3,29.1,8.0,0.7456140350877193,28.809089567853178
22,149.0,78.0,0.82,0,25.4,5,24.0,7.0,0.6574074074074074,32.00588184417514
58,133.0,74.0,0.48,0,26.0,3,27.4,7.0,0.6555555555555556,25.509998182479034
30,153.0,72.0,1.02,0,24.9,3,25.2,7.0,0.648,34.704223190254275
18,152.0,66.0,1.01,0,16.8,7,24.5,7.0,0.6515151515151515,36.225645841502796
42,132.0,58.0,1.05,0,15.8,6,24.9,7.0,0.6491228070175439,32.589015597440756
21,166.0,62.0,1.14,2,16.6,4,26.7,8.0,0.7482014388489209,46.25349728258047
53,149.0,68.0,0.98,1,18.2,7,31.8,9.5,0.84375,48.63595560468865
27,161.0,82.0,0.25,0,30.4,2,18.0,7.0,0.6475409836065574,14.297239029970694
45,127.0,72.0,0.72,4,23.3,3,26.2,3.0,0.55,16.718974330876144
23,177.0,67.0,0.92,1,21.4,6,24.2,9.5,0.8527131782945736,37.74921382870358
44,147.0,72.0,0.99,3,23.7,4,23.3,6.0,0.7009345794392523,32.53114536183241
29,154.0,70.0,0.34,2,30.7,2,18.0,8.0,0.75,19.335416564951338
20,150.0,58.0,0.98,0,18.7,6,26.3,7.0,0.647887323943662,33.34968175245712
50,142.0,63.0,0.61,3,22.6,5,23.5,6.0,0.6991150442477876,23.471552759892752
27,174.0,71.0,0.99,1,17.3,6,20.7,9.5,0.8442622950819673,40.62393693689028
48,151.0,68.0,0.68,1,26.6,4,24.2,9.5,0.8469387755102041,32.216954861588725
32,157.0,72.0,0.54,2,25.2,3,22.8,8.0,0.7456140350877193,22.867649667791287
24,158.0,72.0,0.8,2,20.9,3,18.0,8.0,0.7543859649122807,31.75796202379521
53,133.0,72.0,0.88,0,23.9,5,24.4,7.0,0.648936170212766,29.534108517603606
31,138.0,69.0,0.78,4,26.7,2,26.3,3.0,0.5476190476190477,19.670256112930463
31,153.0,55.0,1.2,2,12.1,7,21.8,8.0,0.7480916030534351,43.47966578593118
20,185.0,82.0,0.39,1,25.4,2,25.0,9.5,0.8512396694214877,30.649655434629008
20,157.0,73.0,0.86,3,24.6,4,24.4,6.0,0.7,28.338094864378018
39,153.0,65.0,0.84,3,16.1,4,28.2,6.0,0.704,28.371038836365145
36,155.0,73.0,0.68,3,23.5,3,23.6,6.0,0.7008547008547008,23.799224794555357
52,140.0,65.0,1.09,2,14.4,5,27.2,8.0,0.7425742574257426,41.4234959440163
29,144.0,68.0,0.98,0,17.7,7,22.7,7.0,0.6551724137931034,27.31211353689802
22,177.0,70.0,1.15,1,16.5,7,31.9,9.5,0.856,54.35601121442149
27,162.0,63.0,0.98,2,19.9,5,22.3,8.0,0.7557251908396947,36.11561359862911
58,141.0,61.0,1.35,2,17.2,7,21.3,8.0,0.7547169811320755,38.81666326391711
50,116.0,62.0,0.88,4,16.7,5,23.6,3.0,0.5567010309278351,16.558017135459266
30,157.0,66.0,0.44,3,21.3,3,21.1,6.0,0.7,18.70748656887165
52,154.0,68.0,0.48,1,20.7,5,19.0,9.5,0.8514851485148515,27.461839725312473
49,138.0,75.0,0.25,3,28.6,2,26.9,6.0,0.7,14.91153452528776
28,142.0,74.0,1.0,0,31.6,2,18.0,7.0,0.6476190476190476,28.886890422961006
55,134.0,75.0,0.59,0,24.1,2,21.1,7.0,0.6483516483516484,23.479403446705728
41,149.0,57.0,0.77,2,23.9,4,18.6,8.0,0.7479674796747967,29.221787264665046
52,131.0,69.0,0.89,0,16.0,4,24.6,7.0,0.6458333333333334,30.1185304769692
36,171.0,70.0,0.89,1,24.7,2,18.0,9.5,0.8487394957983193,33.173853925892175
23,168.0,55.0,1.18,2,12.9,7,26.2,8.0,0.7533333333333333,48.48564152311032
57,147.0,66.0,0.89,1,31.2,4,26.6,9.5,0.8526315789473684,46.29906831399546
59,132.0,74.0,0.46,3,22.4,3,18.0,6.0,0.6987951807228916,18.985709423319477
52,145.0,85.0,0.25,0,31.2,3,24.8,7.0,0.6521739130434783,15.776388834631177
21,154.0,73.0,0.57,0,23.2,2,26.1,7.0,0.648,25.305677065401614
50,149.0,76.0,0.57,2,24.9,3,27.8,8.0,0.7525773195876289,31.75203697556638
30,149.0,62.0,1.53,3,12.5,7,18.1,6.0,0.696,30.211799080461184
53,132.0,57.0,0.73,0,15.8,4,18.0,7.0,0.646551724137931,22.199173539606683
36,142.0,74.0,0.62,0,21.3,2,30.0,7.0,0.6538461538461539,27.52287248897031
29,174.0,74.0,0.7,1,24.8,2,20.7,9.5,0.847457627118644,33.30439066178596
28,150.0,70.0,0.86,0,16.6,3,21.9,7.0,0.6504065040650406,27.482198018465308
23,163.0,62.0,1.16,2,12.5,7,26.5,8.0,0.753731343283582,44.68618639383603
29,172.0,79.0,0.52,1,21.5,3,19.3,9.5,0.8532110091743119,28.47622023808071
44,167.0,66.0,0.75,1,25.0,3,22.9,9.5,0.8487394957983193,40.8485705712571
58,140.0,62.0,1.06,2,19.1,7,27.6,8.0,0.75,48.31103258729639
42,146.0,61.0,0.89,2,23.2,4,18.3,8.0,0.7522123893805309,28.7701153718994
59,123.0,55.0,1.21,3,12.5,5,22.0,6.0,0.7010309278350515,33.87199464763564
20,175.0,84.0,0.74,2,28.6,3,19.5,8.0,0.7520661157024794,29.578473680657847
20,154.0,56.0,0.63,3,16.0,4,20.9,6.0,0.7050359712230215,23.059928172283332
37,133.0,72.0,0.72,4,32.3,2,28.7,3.0,0.5495495495495496,16.363006289820845
45,129.0,71.0,0.81,4,21.2,4,29.6,3.0,0.5576923076923077,18.11964214393487
40,143.0,72.0,0.62,0,31.7,3,25.0,7.0,0.6513761467889908,26.670542373662908
20,135.0,66.0,0.55,4,22.1,6,26.1,3.0,0.5476190476190477,13.414279094398156
59,146.0,68.0,0.81,1,19.7,2,26.0,9.5,0.8571428571428571,42.425218063617876
41,160.0,56.0,1.09,1,18.6,6,21.3,9.5,0.8455284552845529,43.22388749322641
57,127.0,61.0,1.01,0,23.2,4,25.0,7.0,0.6470588235294118,34.19392214170771
23,138.0,61.0,1.11,4,8.0,6,18.8,3.0,0.55,16.611824198610943
37,130.0,64.0,0.67,4,18.7,7,20.2,3.0,0.55,14.012495120998473
28,176.0,73.0,0.85,1,26.2,5,23.7,9.5,0.8512396694214877,38.58078362969349
49,135.0,58.0,0.95,3,16.6,7,19.8,6.0,0.7,28.106477708293944
44,145.0,72.0,0.43,0,28.0,2,18.9,7.0,0.6460176991150443,19.99090721184553
38,140.0,65.0,1.13,0,19.4,5,21.2,7.0,0.646551724137931,33.4964786985977
30,159.0,60.0,1.22,2,26.8,7,28.6,8.0,0.75,47.533826825715764
39,154.0,71.0,0.75,2,15.1,3,30.2,8.0,0.7477477477477478,39.02682049586588
52,120.0,59.0,0.98,4,17.6,7,23.9,3.0,0.5495495495495496,17.120669444347396
39,147.0,72.0,0.93,0,25.8,5,26.3,7.0,0.6521739130434783,37.16120529299373
45,147.0,76.0,0.43,2,23.3,2,21.7,8.0,0.7473684210526316,21.5457002444183
38,156.0,66.0,0.41,2,29.6,3,18.0,8.0,0.75,21.53720459187964
35,151.0,82.0,0.66,0,26.3,2,20.4,7.0,0.6448598130841121,25.37882393383616
48,135.0,64.0,0.71,0,29.7,3,22.8,7.0,0.6513761467889908,25.28369476445593
54,137.0,67.0,0.9,3,32.4,2,24.6,6.0,0.7,32.322004603461025
38,144.0,70.0,0.65,3,20.3,4,23.6,6.0,0.6981132075471698,25.72724292099739
31,169.0,66.0,1.13,1,13.3,5,22.9,9.5,0.8512396694214877,52.04072538373259
42,154.0,74.0,0.58,1,24.2,2,21.7,9.5,0.851063829787234,32.29285639896449
44,142.0,67.0,0.54,3,29.7,5,25.4,6.0,0.7009345794392523,23.34561105990542
57,123.0,75.0,0.62,4,32.2,3,18.5,3.0,0.5454545454545454,12.127986409959489
40,140.0,63.0,1.14,3,15.9,7,27.2,6.0,0.7,32.374409085830116
48,138.0,55.0,0.94,3,8.0,7,21.7,6.0,0.7033898305084746,28.548322376196044
46,145.0,64.0,0.9,3,18.8,5,32.3,6.0,0.6982758620689655,34.45270908999768
47,123.0,61.0,1.08,4,25.9,6,22.7,3.0,0.5486725663716814,19.697926168184836
43,132.0,77.0,1.05,4,29.7,4,22.1,3.0,0.55,17.015782918407545
37,165.0,77.0,0.58,1,25.0,3,21.7,9.5,0.8543689320388349,31.526109228480415
55,145.0,78.0,0.35,2,24.3,3,22.1,8.0,0.7528089887640449,21.731835158706126
36,131.0,73.0,1.34,4,19.2,5,26.4,3.0,0.5471698113207547,24.645825188948457
44,132.0,74.0,1.08,0,26.5,3,23.8,7.0,0.6444444444444445,30.199378875996967
42,148.0,61.0,1.05,3,10.3,7,27.9,6.0,0.696,36.77112327493234
57,138.0,68.0,0.96,3,18.9,7,25.9,6.0,0.7,31.81715540964378
55,128.0,70.0,0.55,0,20.9,2,24.1,7.0,0.6444444444444445,23.70603042089541
40,142.0,69.0,0.66,3,21.3,5,25.5,6.0,0.7019230769230769,22.413111231467408
46,160.0,76.0,0.57,1,22.6,3,28.8,9.5,0.8484848484848485,40.07136793592525
32,155.0,55.0,0.86,2,15.5,5,26.6,8.0,0.7518796992481203,37.839678713563956
20,154.0,61.0,0.74,0,13.8,5,25.1,7.0,0.6503496503496503,26.099822063493573
27,174.0,74.0,0.25,1,21.5,4,25.7,9.5,0.8547008547008547,22.8112877537624
32,175.0,66.0,0.9,1,16.1,6,19.4,9.5,0.8515625,38.743097574926715
33,169.0,73.0,0.71,1,27.4,3,34.3,9.5,0.8495575221238938,48.53315743153203
34,158.0,55.0,1.3,2,15.9,7,26.1,8.0,0.7518248175182481,45.12112052997043
36,166.0,71.0,0.49,1,29.5,3,26.5,9.5,0.8482142857142857,32.39185950192284
28,138.0,78.0,0.59,4,22.8,3,23.9,3.0,0.5454545454545454,13.517731793016662
22,163.0,65.0,0.69,2,21.0,3,18.0,8.0,0.7480916030534351,28.006665926090488
22,146.0,79.0,0.6,4,24.1,2,22.9,3.0,0.5491803278688525,13.244671200127605
31,173.0,71.0,0.96,1,24.5,3,24.3,9.5,0.85,41.666921118851505
43,150.0,69.0,0.59,2,28.8,2,20.7,8.0,0.75,26.65658737533135
25,137.0,72.0,0.65,4,15.7,3,20.7,3.0,0.5508474576271186,12.669696656713798
22,144.0,79.0,0.61,4,27.7,3,22.6,3.0,0.5462184873949579,15.51570723664905
24,158.0,77.0,0.52,3,28.0,3,27.1,6.0,0.6982758620689655,26.774989139876315
33,150.0,73.0,0.75,3,26.4,4,29.0,6.0,0.6936936936936937,29.125552203936888
31,152.0,55.0,1.08,3,20.4,5,24.7,6.0,0.697841726618705,30.55764119219941
54,141.0,76.0,1.15,2,16.4,5,21.7,8.0,0.7558139534883721,40.12362757408246
58,125.0,85.0,0.9,4,22.6,2,22.6,3.0,0.547945205479452,16.846750383023593
21,157.0,77.0,0.69,0,17.1,3,24.4,7.0,0.6451612903225806,29.343260838655567
53,137.0,61.0,1.15,2,9.6,7,24.9,8.0,0.7524752475247525,40.033320116307735
34,166.0,68.0,0.83,1,26.2,4,25.7,9.5,0.8521739130434782,43.611402083251065
53,139.0,68.0,0.94,0,19.2,3,22.2,7.0,0.6513761467889908,31.021205308104673
23,176.0,64.0,1.26,1,21.4,7,26.1,9.5,0.8484848484848485,50.52047219894352
33,163.0,80.0,0.7,2,24.9,3,25.8,8.0,0.7545454545454545,33.5808937493144
46,149.0,62.0,1.16,3,23.3,6,22.4,6.0,0.696,34.85647839932622
53,145.0,75.0,0.56,2,25.8,2,18.0,8.0,0.7526881720430108,24.305892875931814
55,152.0,66.0,1.3,1,20.2,7,20.5,9.5,0.8431372549019608,47.31936739253658
54,140.0,74.0,0.64,3,25.7,3,30.3,6.0,0.7021276595744681,26.78193878111758
27,159.0,61.0,1.1,2,16.0,7,18.0,8.0,0.7538461538461538,37.23263947276553
58,135.0,72.0,1.2,3,28.2,7,29.3,6.0,0.6923076923076923,41.109163758996765
53,145.0,81.0,0.56,2,25.4,2,18.0,8.0,0.7529411764705882,23.55777768116782
46,124.0,69.0,0.84,4,13.8,6,20.9,3.0,0.55,15.944358444926362
31,172.0,55.0,1.31,1,10.8,7,22.5,9.5,0.8478260869565217,54.11060505822406
21,136.0,70.0,0.72,4,22.3,3,31.1,3.0,0.55,17.057806799314555
59,145.0,56.0,1.18,1,13.7,5,24.1,9.5,0.8476190476190476,50.67257350842086
53,121.0,67.0,0.68,4,23.0,3,23.1,3.0,0.5454545454545454,14.480291259562131
30,158.0,76.0,0.28,2,18.9,3,20.3,8.0,0.7522935779816514,19.707141681944215
35,160.0,75.0,0.46,2,31.7,3,26.1,8.0,0.7522123893805309,26.663565723754612
50,149.0,59.0,1.21,1,9.1,5,21.9,9.5,0.8490566037735849,50.86965102967863
38,162.0,59.0,1.01,1,13.0,7,23.1,9.5,0.8512396694214877,42.05451168722677
